Category,Subcategory,Food_Number,Food_Item,Country,Year,GI_SEM,GL,Subjects,Avail_Carb_g,Test_Portion_g,Ref_Food_Time,Timepoints,Sample_Collection,Analysis_Method,Ref,GI_Value,GI_SEM_Value
BEVERAGES,Milk drinks,103.0,"Milo™ (Nestlé, Auckland, New Zealand) dissolved in water",New Zealand,1999,52±5,13.0,"Normal, 10",50.0,69.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,5.0
BEVERAGES,Milk drinks,104.0,"Milk powder, Jerseyjoy Active Life (Australia Jersey Dairy Group Pty Ltd), prepared with water",Australia,2019,32±4,8.0,"Normal, 10",50.0,96.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,32.0,4.0
BEVERAGES,Milk drinks,105.0,"Nesquik™, chocolate (Nestlé, Australia), prepared with water",Australia,1998,53±5,13.0,"Normal, 9",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,5.0
BEVERAGES,Milk drinks,106.0,"Nesquik™, strawberry (Nestlé, Australia), prepared with water",Australia,1998,64±6,16.0,"Normal, 9",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,64.0,6.0
BEVERAGES,Milk drinks,107.0,"Ovaltine®, chocolate (Twinings & Co, Australia), prepared with water",Australia,2016,50±4,13.0,"Normal, 10",25.0,37.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,4.0
BEVERAGES,Milk drinks,108.0,"Formulated Milk powder for Middle-Aged Adults, Probilove (Australia Jersey Dairy Group Pty Ltd), prepared with water",Australia,2019,32±4,8.0,"Normal, 10",50.0,100.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,32.0,4.0
BEVERAGES,Milk drinks,109.0,"Vanilla drink with fiber, Build-Up™ nutrient-fortified drink (Nestlé, Australia)",Australia,2001,41±4,10.0,"Normal, 10",50.0,92.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,41.0,4.0
BEVERAGES,Milk drinks,110.0,"Vanilla Liquid Breakfast, Devondale Fast Start (Murray Goulburn Co-Operative Company Limited, Australia)",Australia,2012,49±3,12.0,"Normal, 10",50.0,456.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,49.0,3.0
BEVERAGES,Milk drinks,111.0,Yakult (Yakult Italia),Italy,2011,51±4,13.0,"Normal, 10",25.0,170.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,51.0,4.0
BEVERAGES,Milk drinks,112.0,"Yakult, fermented milk drink (Yakult company, Taipei, Taiwan)",Taiwan,2010*,58±0.3,15.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,19,58.0,0.0
BEVERAGES,Milk drinks,113.0,"Yakult® Light, fermented milk drink with Lactobacillus casei (Yakult, Dandenong, Australia)",Australia,2005,36±6,9.0,"Normal, 10",50.0,384.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,36.0,6.0
BEVERAGES,Rice milk drink,114.0,"Rice milk drink, low-fat, Australia's Own Natural™ (So Natural Foods, Taren Point, Australia)",Australia,2003,92±9,23.0,"Normal, 10",50.0,390.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,92.0,9.0
BEVERAGES,Rice milk drink,115.0,"Rice milk, low-fat, calcium enriched, Vitasoy® (National Foods Ltd, Australia)",Australia,2005,79±8,20.0,"Normal, 10",50.0,531.9,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,79.0,8.0
BEVERAGES,Smoothies,116.0,"Smoothie, apple, pear, banana (Frullato mela, pera e banana Storie di frutta, Mulino Bianco, Barilla, Italy)",Italy,2011,68±5,17.0,"Normal, 9",50.0,336.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,68.0,5.0
BEVERAGES,Smoothies,117.0,"Smoothie, banana",Australia,2003,30±4,8.0,"Normal, 10",50.0,505.1,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,30.0,4.0
BEVERAGES,Smoothies,118.0,"Smoothie, Banana & Honey, Devondale brand (Murray Goulburn Co-Operative Company Limited, Australia)",Australia,2014,28±3,7.0,"Normal, 10",50.0,517.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,28.0,3.0
BEVERAGES,Smoothies,119.0,"Smoothie, banana and strawberry, V8 Splash® (Campbell's Soup Company, Camden, USA)",USA,2002,44±3,11.0,"Normal, 10",50.0,473.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,44.0,3.0
BEVERAGES,Smoothies,120.0,"Smoothie, mango",Australia,2003,32±4,8.0,"Normal, 10",50.0,476.2,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,32.0,4.0
BEVERAGES,Smoothies,121.0,"Smoothie, mango and passionfruit (Innocent Ltd., UK)",UK,2019*,36±5,9.0,"Normal, 10",25.0,235.8,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,20,36.0,5.0
BEVERAGES,Smoothies,122.0,"Smoothie, raspberry (Con Agra Inc, Omaha, USA)",USA,1999,33±9,8.0,"Normal, 10",25.0,177.3,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,33.0,9.0
BEVERAGES,Smoothies,123.0,"Smoothie, strawberry and banana (Innocent Ltd., UK)",UK,2019*,39±4,10.0,"Normal, 10",25.0,213.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,20,39.0,4.0
BEVERAGES,Smoothies,124.0,"Smoothie, Tropical, Devondale brand (Murray Goulburn Co- Operative Company Limited, Australia)",Australia,2014,31±4,8.0,"Normal, 10",50.0,588.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,31.0,4.0
BEVERAGES,Smoothies,,"Smoothie, mean of nine foods",,,38,,,,,,,,,,38.0,
BEVERAGES,Soy drinks,125.0,"Cocoa malt flavor, Up & Go™, soy milk, rice cereal liquid breakfast (Sanitarium Health Foods, Australia)",Australia,2001,43±5,11.0,"Normal, 10",25.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,5.0
BEVERAGES,Soy drinks,126.0,"Chocolate Daydream™ shake, fructose (Revival Soy®, Physicians Pharmaceuticals, Inc, USA) (47.1 g powder + 305 mL water)",USA,2004,33±4,8.0,"Normal, 10",25.0,47.1,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,21,33.0,4.0
BEVERAGES,Soy drinks,127.0,"Chocolate flavored soy milk drink, So Good Bliss (Sanitarium Health Foods, Australia)",Australia,2008,46±3,12.0,"Normal, 10",50.0,595.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,46.0,3.0
BEVERAGES,Soy drinks,128.0,"Chocolate, Xpress, soy bean, cereal and legume extract drink with fructose (So Natural Foods, Australia)",Australia,2001,39±2,10.0,"Normal, 10",25.0,438.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,39.0,2.0
BEVERAGES,Soy drinks,129.0,"Original malt flavor, Up & Go™, soy milk, rice cereal liquid breakfast (Sanitarium Health Foods, Australia)",Australia,2001,46±5,12.0,"Normal, 10",25.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,46.0,5.0
BEVERAGES,Soy drinks,130.0,"Smoothie drink, soy, banana, 1% fat (So Natural Foods, Australia)",Australia,2000,30±3,8.0,"Normal, 10",25.0,342.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,30.0,3.0
BEVERAGES,Soy drinks,131.0,"Smoothie drink, soy, chocolate hazelnut, 1% fat (So Natural Foods, Australia)",Australia,2000,34±3,9.0,"Normal, 10",25.0,294.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,34.0,3.0
BEVERAGES,Soy drinks,132.0,"Soy Beverage, Chocolate flavored, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,40±5,10.0,"Normal, 10",50.0,446.4,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,40.0,5.0
BEVERAGES,Soy drinks,133.0,"Soy Beverage, Original flavored, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,15±4,4.0,"Normal, 10",25.0,694.4,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,15.0,4.0
BEVERAGES,Soy drinks,134.0,"Soy Beverage, Vanilla flavored, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,28±3,7.0,"Normal, 10",50.0,781.3,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,28.0,3.0
BEVERAGES,Sports drinks,135.0,"Sport beverage based on whey protein powder with carbohydrate (CHO:PRO=4:1), orange flavor (Endurox R4, Pacific Health Laboratories, Parsippany, NJ, USA)",USA,2017*,67±6,17.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,22,67.0,6.0
BEVERAGES,Sports drinks,136.0,"Sustagen® Sport Chocolate (Nestlé Health Science, Australia), prepared with water",Australia,2019,36±3,9.0,"Normal, 10",50.0,76.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,36.0,3.0
BEVERAGES,Sports drinks,137.0,"Sustagen® Sport Vanilla (Nestlé Health Science, Australia), prepared with water",Australia,2019,37±3,9.0,"Normal, 9",50.0,75.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,37.0,3.0
BEVERAGES,Sports drinks,138.0,"Thorpedo® Advanced Hydration for Kids, all flavors (Thorpedo Foods, Australia)",Australia,2006-,11±2,3.0,"Normal, 10",50.0,357.1,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO10,11.0,2.0
BEVERAGES,Sports drinks,139.0,"Thorpedo® Ultra Low GI Energy Water, all flavors (Thorpedo Foods, Australia)",Australia,2006,16±4,4.0,"Normal, 10",25.0,843.3,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,16.0,4.0
BEVERAGES,Other beverages,140.0,"Ancient Grains Quinoa milk drink with Chia (Freedom Foods, Australia)",Australia,2015,42±3,11.0,"Normal, 10",50.0,561.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,42.0,3.0
BEVERAGES,Other beverages,141.0,"Coconut milk beverage, containing organic coconut milk and organic brown rice (Pure Harvest Coco Quench, Australia)",Australia,2020,68±6,17.0,"Normal, 10",50.0,641.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,68.0,6.0
BEVERAGES,Other beverages,142.0,"Coconut Water, water of green coconut, Nudie™",Australia,2012,55±3,14.0,"Normal, 9",25.0,500.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,55.0,3.0
BEVERAGES,Other beverages,143.0,"Goat Milk Drink, Symbiotics Low GI (NIG Nutritionals Pty Ltd, New Zealand), powder prepared with water",New Zealand,2019,25±2,6.0,"Normal, 10",50.0,87.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,25.0,2.0
BEVERAGES,Other beverages,144.0,"Oat milk, calcium enriched, Vitasoy® (National Foods Ltd, Australia)",Australia,2009,69±6,17.0,"Normal, 9",50.0,571.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,69.0,6.0
BREADS,English Muffin,145.0,"English Muffin™ bread (Natural Ovens, USA)",USA,1999,77±7,12.0,"Normal, 10",50.0,141.6,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,77.0,7.0
BREADS,English Muffin,146.0,"English Muffin, Whole Grain Multigrain, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2007,45±3,7.0,"Normal, 10",50.0,142.5,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,45.0,3.0
BREADS,Fruit breads,147.0,"Fruit and Spice Bread, Vogel’s (Goodman Fielder, New Zealand)13",New Zealand,2009*,57±5,9.0,"Normal, 20",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,23,57.0,5.0
BREADS,Fruit breads,148.0,"Fruit and Spice Bread, Vogel's (Goodman Fielder, Auckland, New Zealand), tested after a high-CHO evening meal13",New Zealand,2010*,68±4,10.0,"Normal, 20",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,24,68.0,4.0
BREADS,Fruit breads,149.0,"Fruit and Spice Bread, Vogel's (Goodman Fielder, Auckland, New Zealand), tested after a high-fat evening meal13",New Zealand,2010*,59±4,9.0,"Normal, 20",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,24,59.0,4.0
BREADS,Fruit breads,150.0,"Fruit loaf, Bürgen® (Tip Top Bakeries, Chatswood, Australia)",Australia,1997,44±5,7.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,44.0,5.0
BREADS,Fruit breads,151.0,"Fruit and Muesli bread, Bürgen® (Tip Top Bakeries, Australia)",Australia,2006-,53±4,8.0,"Normal, 10",50.0,132.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO10,53.0,4.0
BREADS,Fruit breads,152.0,"Fruit and cinnamon bread (Finest, UK)",UK,2005,71±11,11.0,"Normal, 10",50.0,94.9,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,71.0,11.0
BREADS,Fruit breads,153.0,"Fruit and Spice Loaf, thick sliced (Buttercup bakeries, Moorebank, Australia)",Australia,2003,54±6,8.0,"Normal, 10",50.0,95.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,6.0
BREADS,Fruit breads,154.0,"Fruit loaf, sliced",UK,2005,57±6,9.0,"Normal, 10",50.0,91.9,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,57.0,6.0
BREADS,Fruit breads,155.0,"Cinnamon, raisin, pecan bread, Happiness™ (Natural Ovens, Manitowoc, USA)",USA,1999,63±5,9.0,"Normal, 10",50.0,133.3,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,63.0,5.0
BREADS,Fruit breads,156.0,"Muesli bread, made from packet mix in bread making machine (Con Agra Inc., USA)",USA,1999,54±6,8.0,"Normal, 10",50.0,122.9,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,6.0
BREADS,Fruit breads,157.0,"Raisin Toast, TipTop™ (Tip Top Bakeries, Australia)",Australia,2016,53±3,8.0,"Normal, 10",50.0,94.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,3.0
BREADS,Fruit breads,158.0,Whole-wheat bread with dried fruit,China,2005,47±2,7.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,47.0,2.0
BREADS,Fruit breads,,"Fruit bread, mean of 12 foods",,,57,,,,,,,,,,57.0,
BREADS,Gluten-free breads,159.0,"Multigrain bread, gluten-free (Country Life Bakery, Dandenong, Australia)",Australia,2000,79±13,12.0,"Normal, 10",50.0,131.9,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,79.0,13.0
BREADS,Gluten-free breads,160.0,"White bread, gluten free (Country Life Bakery, Australia)",Australia,2006,40±5,6.0,"Normal, 10",50.0,183.2,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,40.0,5.0
BREADS,Gluten-free breads,161.0,"White bread, gluten free, sliced (COOP Italia-Soc. Coop a.r.l., Italy)8",Italy,2015*,61±6,9.0,"Normal, 10",50.0,124.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,5,61.0,6.0
BREADS,Gluten-free breads,162.0,"White roll bread, gluten free (Dr Schär AG/SPA, Italy)8",Italy,2015*,63±8,9.0,"Normal, 10",50.0,112.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,5,63.0,8.0
BREADS,Gluten-free breads,163.0,"White sourdough bread, gluten free, sliced (Dr Schär AG/SPA, Italy)8",Italy,2015*,52±7,8.0,"Normal, 10",50.0,132.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,5,52.0,7.0
BREADS,Gluten-free breads,,"Gluten-free breads, mean of five foods",,,59,,,,,,,,,,59.0,
BREADS,Hamburger/Hot dog buns/Rolls,164.0,"Burger Buns, 100% Whole wheat Gigantico, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2007,62±6,9.0,"Normal, 10",50.0,127.4,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,62.0,6.0
BREADS,Hamburger/Hot dog buns/Rolls,165.0,"HermanBurger Protein Bun (Herman Brot Pty Ltd, Australia)",Australia,2018,31±4,5.0,"Normal, 10",25.0,219.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,31.0,4.0
BREADS,Hamburger/Hot dog buns/Rolls,166.0,"Hot Dog Rolls, 100% Whole wheat Gigantico, President's Choice® Blue Menu™(Loblaw Brands Limited, Canada)",Canada,2007,62±6,9.0,"Normal, 10",50.0,125.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,62.0,6.0
BREADS,Hamburger/Hot dog buns/Rolls,167.0,"Mixed Grain bread roll, Bürgen™(Tip Top Bakeries, Chatswood, Australia)",Australia,2008,52±4,8.0,"Normal, 14",50.0,165.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,4.0
BREADS,Hamburger/Hot dog buns/Rolls,168.0,"Soft bread rolls, Pagnottelle classic, soft wheat flour, sugar (5.4%) (Mulino Bianco, Barilla, Italy)",Italy,2009,62±11,9.0,"Normal, 9",50.0,98.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,62.0,11.0
BREADS,Hamburger/Hot dog buns/Rolls,169.0,"Soft bread rolls, Sfilatini al grano tenero (Mulino Bianco, Barilla, Italy)",Italy,2009,65±9,10.0,"Normal, 9",50.0,99.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,UO14,65.0,9.0
BREADS,Mixed grain or seed wheat breads,170.0,"Classic Seed Loaf, Helga's™ (Quality Bakers, Sydney, Australia)",Australia,2007,68±9,10.0,"Normal, 10",50.0,120.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,68.0,9.0
BREADS,Mixed grain or seed wheat breads,171.0,"Hearty 7 Grain bread, Healthy Choice™ (Con Agra Inc., USA)",USA,2000,55±6,8.0,"Normal, 10",50.0,130.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,55.0,6.0
BREADS,Mixed grain or seed wheat breads,172.0,"Hearty 100% Whole Grain bread, Healthy Choice™ (Con Agra Inc., USA)",USA,2000,62±6,9.0,"Normal, 10",50.0,140.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,62.0,6.0
BREADS,Mixed grain or seed wheat breads,173.0,"Kibbled Konini bread (Country Fare, New Zealand)",New Zealand,2000,68±12,10.0,"Normal, 14",50.0,,"Glucose, 2h",Standard,"Venous, plasma",Enzymatic,27,68.0,12.0
BREADS,Mixed grain or seed wheat breads,174.0,"Kibbled wheat bread, Lawson’s Settlers Grain (Goodman Fielder, Australia)",Australia,2008,65±5,10.0,"Normal, 9",50.0,121.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,65.0,5.0
BREADS,Mixed grain or seed wheat breads,175.0,Linola seed bread,China,2010*,90±11,14.0,"Normal, 10",50.0,116.8,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,28,90.0,11.0
BREADS,Mixed grain or seed wheat breads,176.0,"Mixed Grain bread, Bürgen™ (Tip Top Bakeries, Chatswood, Australia)",Australia,1997,34±4,5.0,"Normal,",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,34.0,4.0
BREADS,Mixed grain or seed wheat breads,177.0,"Mixed Grain, Bürgen™ (Tip Top Bakeries, Chatswood, Australia)",Australia,2007,52±4,8.0,"Normal, 12",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO15,52.0,4.0
BREADS,Mixed grain or seed wheat breads,178.0,"Mixed grain sandwich bread, Molenberg™ (Goodman Fielder, Auckland, New Zealand)",New Zealand,2000,75±10,11.0,"Normal, 15",50.0,,"Glucose, 2h",Standard,"Venous, plasma",Enzymatic,27,75.0,10.0
BREADS,Mixed grain or seed wheat breads,179.0,Multigrain batch bread,UK,2005,62±8,9.0,"Normal, 10",50.0,104.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,62.0,8.0
BREADS,Mixed grain or seed wheat breads,180.0,"Multigrain bread (High 5 Silver Bird Group Berhad, Shah Alam, Selangor, Malaysia)",Malaysia,2009*,56±6,8.0,"Normal, 11",25.0,57.9,"Glucose, 2h",Standard,"Capillary, whole blood",Enzymatic,29,56.0,6.0
BREADS,Mixed grain or seed wheat breads,181.0,"Multi-Grain bread, 9-Grain (Tip Top Bakeries, Australia)",Australia,1997,43±5,6.0,"Normal,",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,43.0,5.0
BREADS,Mixed grain or seed wheat breads,182.0,"Multigrain loaf, containing wheat flour and coconut flour",Philippines,2002,60±5,9.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, serum",Enzymatic,2,60.0,5.0
BREADS,Mixed grain or seed wheat breads,183.0,Multiseed bread,UK,2006,54±4,8.0,"Normal, 10",50.0,119.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,30,54.0,4.0
BREADS,Mixed grain or seed wheat breads,184.0,"Oatbran & Honey bread, Bürgen™ (Tip Top Bakeries, Australia)",Australia,2002,49±4,7.0,"Normal, 10",50.0,149.7,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,49.0,4.0
BREADS,Mixed grain or seed wheat breads,185.0,"Organic Heavy Wholegrain bread, Golden Hearth™ (Gold Coast Bakeries, QLD, Australia)",Australia,2004,53±7,8.0,"Normal, 10",50.0,120.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,7.0
BREADS,Mixed grain or seed wheat breads,186.0,"Pumpkin Seed bread, containing 6% pumpkin seeds, Bürgen™ (Tip Top Bakeries, Australia)",Australia,2007,49±4,7.0,"Normal, 10",50.0,184.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO15,49.0,4.0
BREADS,Mixed grain or seed wheat breads,187.0,Seeded bread,UK,2006,49±7,7.0,"Normal, 10",50.0,130.9,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,30,49.0,7.0
BREADS,Mixed grain or seed wheat breads,188.0,"Soy-Lin, kibbled soy (8%) and linseed (8%) loaf, Bürgen™ (Tip Top Bakeries, Australia)",Australia,1997,36±4,5.0,"Normal,",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,36.0,4.0
BREADS,Mixed grain or seed wheat breads,189.0,"Soy & Linseed bread (made from packet mix cooked in bread maker) (Con Agra Inc., USA)",USA,1999,50±6,8.0,"Normal, 10",50.0,165.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,6.0
BREADS,Mixed grain or seed wheat breads,190.0,"Soy & Linseed bread (Coles Supermarkets Pty Ltd, Australia)",Australia,2015,56±7,8.0,"Normal, 10",50.0,130.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,56.0,7.0
BREADS,Mixed grain or seed wheat breads,191.0,"Sprouted wheat bread, Sprouted 3 Grains bread (Stonemill Bread, Toronto, Canada)",Canada,2007,55±6,8.0,"Normal, 10",50.0,150.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,55.0,6.0
BREADS,Mixed grain or seed wheat breads,192.0,"Whole grain bread, Hunger Filler™ (Natural Ovens, USA)",USA,1999,59±8,9.0,"Normal, 10",50.0,154.3,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,8.0
BREADS,Mixed grain or seed wheat breads,193.0,"Whole grain bread, Nutty Natural™ (Natural Ovens, USA)",USA,1999,59±7,9.0,"Normal, 10",50.0,154.8,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,7.0
BREADS,Mixed grain or seed wheat breads,194.0,"Whole grain bread, Stay Trim™ (Natural Ovens, USA)",USA,1999,70±10,11.0,"Normal, 10",50.0,172.4,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,70.0,10.0
BREADS,Mixed grain or seed wheat breads,195.0,"Wholemeal Country Grain bread, Bakers Delight™ (Bakers Delight Holdings, Australia)",Australia,2005,53±9,8.0,"Normal, 10",50.0,126.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,53.0,9.0
BREADS,Mixed grain or seed wheat breads,196.0,"Wholemeal & Seeds bread, Bürgen™ (Tip Top Bakeries, Australia)",Australia,2007,39±8,6.0,"Normal, 10",50.0,194.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO15,39.0,8.0
BREADS,Mixed grain or seed wheat breads,,"Mixed grain or seed bread, mean of 27 foods",,,56,,,,,,,,,,56.0,
BREADS,"Mixed grain or seed wheat bread, lower carbohydrate",197.0,"Lower Carb Bread (Herman Brot Pty Ltd, Australia)",Australia,2013,24±3,4.0,"Normal, 10",25.0,337.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,24.0,3.0
BREADS,"Mixed grain or seed wheat bread, lower carbohydrate",198.0,"Lower Carb 5 Seeds Bread, Helga’s™ (Quality Bakers, Sydney, Australia)",Australia,2018,53±5,8.0,"Normal, 10",50.0,172.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,5.0
